,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
453,BYU,2024-07-09,2025-12-29,538,Tuesday,42422,GBP,30536,500001,38056,0.06107187785624429,1.2462667015981137,0.07611184777630445,30-35,M,dfrank,nancy00@example.net,John Myers,M,85
454,KTR,2023-09-02,2024-09-24,388,Saturday,700300,USD,65298,499995,313026,0.13059730597305974,4.793806854727556,0.6260582605826058,20-30,F,dfrank,nancy00@example.net,John Myers,M,85
455,KTR,2024-09-03,2025-12-28,481,Tuesday,394374,EUR,68446,499999,162246,0.13689227378454757,2.370423399468194,0.32449264898529795,20-25,M,dfrank,nancy00@example.net,John Myers,M,85
456,AKX,2025-03-08,2026-08-22,532,Saturday,410812,USD,51700,500002,136298,0.10339958640165439,2.6363249516441005,0.27259490962036154,40-50,F,aarnold,alison21@example.com,Eric Sanford MD,M,45
457,KTR,2024-11-29,2026-11-28,729,Friday,992649,EUR,28656,499999,205102,0.05731211462422925,7.157384142936907,0.41020482040964085,40-45,A,aarnold,alison21@example.com,Eric Sanford MD,M,45
458,GRZ,2025-01-08,2025-03-16,67,Wednesday,7779,USD,64963,499998,5131,0.12992651970607882,0.07898342133214291,0.010262041048164193,35-50,M,aarnold,alison21@example.com,Eric Sanford MD,M,45
459,GRZ,2024-12-24,2025-09-30,280,Tuesday,299862,EUR,57669,500000,24662,0.115338,0.42764743623090395,0.049324,25-50,F,aarnold,alison21@example.com,Eric Sanford MD,M,45
460,BYU,2024-05-15,2026-01-19,614,Wednesday,672033,EUR,25099,499999,262209,0.05019810039620079,10.446989919917128,0.5244190488380976,30-55,A,aarnold,alison21@example.com,Eric Sanford MD,M,45
461,AKX,2024-02-18,2025-06-20,488,Sunday,532946,GBP,65077,499998,416487,0.13015452061808247,6.399910874809841,0.8329773319093277,25-45,M,aarnold,alison21@example.com,Eric Sanford MD,M,45
462,BYU,2024-12-06,2025-03-04,88,Friday,194163,GBP,37573,500002,85074,0.07514569941720232,2.264232294466771,0.17014731941072236,25-50,A,joshua53,justinburgess@example.org,Veronica Peterson,F,60
463,KTR,2025-06-20,2026-04-16,300,Friday,6476,GBP,39919,500001,5073,0.07983784032431936,0.1270823417420276,0.010145979708040584,35-45,M,joshua53,justinburgess@example.org,Veronica Peterson,F,60
464,GRZ,2024-01-08,2024-12-26,353,Monday,629754,USD,10913,500003,311804,0.021825869044785732,28.571795106753413,0.6236042583744498,25-40,A,joshua53,justinburgess@example.org,Veronica Peterson,F,60
465,AKX,2024-05-28,2024-07-11,44,Tuesday,825265,USD,16803,499996,72966,0.0336062688501508,4.342438850205321,0.1459331674653397,35-45,F,joshua53,justinburgess@example.org,Veronica Peterson,F,60
466,KTR,2024-09-01,2025-03-13,193,Sunday,240784,GBP,61416,499998,134018,0.12283249132996532,2.18213494854761,0.2680370721482886,20-35,M,joshua53,justinburgess@example.org,Veronica Peterson,F,60
467,GRZ,2024-03-05,2025-05-05,426,Tuesday,329094,USD,7528,500003,137495,0.015055909664542013,18.264479277364504,0.2749883500698996,25-45,F,joshua53,justinburgess@example.org,Veronica Peterson,F,60
468,KTR,2024-06-25,2025-05-25,334,Tuesday,848907,EUR,18459,499996,413387,0.03691829534636277,22.394875128663525,0.826780614244914,35-50,A,joshua53,justinburgess@example.org,Veronica Peterson,F,60
469,KTR,2023-10-05,2025-08-11,676,Thursday,910110,EUR,28906,500002,63002,0.057811768752924986,2.1795474987891787,0.12600349598601607,35-40,M,joshua53,justinburgess@example.org,Veronica Peterson,F,60
470,GRZ,2024-04-21,2024-07-04,74,Sunday,854602,EUR,34608,500001,715586,0.06921586156827686,20.676895515487747,1.4311691376617246,20-35,M,todd85,laurencoleman@example.net,Angela Jones,F,77
471,KTR,2024-03-27,2025-11-26,609,Wednesday,278594,GBP,51159,500001,26630,0.10231779536440927,0.5205340213843117,0.05325989348021304,20-25,M,todd85,laurencoleman@example.net,Angela Jones,F,77
472,GRZ,2025-06-22,2027-01-14,571,Sunday,806602,EUR,32111,499999,593347,0.06422212844425688,18.477998193765377,1.1866963733927467,35-50,F,todd85,laurencoleman@example.net,Angela Jones,F,77
473,GRZ,2025-01-06,2026-12-26,719,Monday,964129,EUR,18450,500002,530719,0.0368998524005904,28.765257452574527,1.061433754264983,40-45,A,todd85,laurencoleman@example.net,Angela Jones,F,77
474,BYU,2024-12-04,2026-05-08,520,Wednesday,868340,EUR,7660,499999,724087,0.01532003064006128,94.52832898172323,1.4481768963537927,30-45,M,todd85,laurencoleman@example.net,Angela Jones,F,77
475,GRZ,2025-01-23,2025-05-14,111,Thursday,889148,USD,26990,499998,712780,0.05398021592086368,26.4090403853279,1.425565702262809,40-55,A,todd85,laurencoleman@example.net,Angela Jones,F,77
476,GRZ,2025-04-10,2026-11-22,591,Thursday,310284,USD,70528,499999,69647,0.1410562821125642,0.9875085072595281,0.13929427858855717,40-50,M,todd85,laurencoleman@example.net,Angela Jones,F,77
477,KTR,2024-02-05,2025-06-20,501,Monday,327079,EUR,22675,499998,202827,0.0453501814007256,8.944961411245865,0.4056556226224905,30-40,F,todd85,laurencoleman@example.net,Angela Jones,F,77
478,GRZ,2024-01-07,2024-05-16,130,Sunday,617228,EUR,28798,500003,380069,0.057595654426073443,13.19775678866588,0.7601334391993648,25-50,A,castillonicole,mooremargaret@example.org,Julian Taylor,O,30
479,KTR,2024-07-23,2025-07-21,363,Tuesday,226483,EUR,23007,500000,154313,0.046014,6.707219541878558,0.308626,40-55,F,castillonicole,mooremargaret@example.org,Julian Taylor,O,30
480,GRZ,2025-06-12,2025-12-12,183,Thursday,718782,GBP,18038,500002,701342,0.036075855696577216,38.881361570018846,1.402678389286443,40-55,M,donald95,zrussell@example.net,James Garza,M,33
481,BYU,2025-01-22,2025-12-09,321,Wednesday,911169,EUR,22087,499998,715135,0.044174176696706785,32.378095712410015,1.4302757211028845,20-30,M,donald95,zrussell@example.net,James Garza,M,33
482,GRZ,2024-12-17,2025-07-01,196,Tuesday,843180,GBP,38801,499999,829919,0.07760215520431041,21.389113682637046,1.6598413196826394,30-50,A,amberrobertson,hansontasha@example.org,Christopher Manning,M,44
483,GRZ,2024-09-10,2025-10-01,386,Tuesday,804314,GBP,18749,500000,131569,0.037498,7.017387594005013,0.263138,30-40,F,amberrobertson,hansontasha@example.org,Christopher Manning,M,44
484,KTR,2024-06-05,2025-01-20,229,Wednesday,974716,USD,24879,499996,805028,0.04975839806718454,32.35773142007315,1.6100688805510444,30-35,A,amberrobertson,hansontasha@example.org,Christopher Manning,M,44
485,BYU,2025-02-28,2025-12-08,283,Friday,773613,USD,8502,499996,335531,0.017004136033088264,39.46494942366502,0.6710673685389483,40-60,M,amberrobertson,hansontasha@example.org,Christopher Manning,M,44
486,GRZ,2024-10-18,2025-11-03,381,Friday,61066,EUR,37856,500002,4616,0.07571169715321138,0.12193575655114117,0.00923196307214771,25-35,F,amberrobertson,hansontasha@example.org,Christopher Manning,M,44
487,KTR,2024-04-25,2025-08-06,468,Thursday,502123,EUR,66897,499999,15097,0.1337942675885352,0.2256752918666009,0.030194060388120777,20-45,M,amberrobertson,hansontasha@example.org,Christopher Manning,M,44
488,AKX,2024-06-29,2026-03-08,617,Saturday,952677,EUR,87714,500000,55087,0.175428,0.628029732995873,0.110174,40-65,M,amberrobertson,hansontasha@example.org,Christopher Manning,M,44
489,AKX,2023-12-24,2024-08-12,232,Sunday,59473,USD,17665,499997,49371,0.03533021198127189,2.79484857061987,0.09874259245555474,35-55,A,amberrobertson,hansontasha@example.org,Christopher Manning,M,44
490,KTR,2025-02-14,2027-02-12,728,Friday,213705,GBP,28714,499999,77430,0.057428114856229714,2.696593995960159,0.15486030972061945,40-65,M,villarrealstephanie,lawrence09@example.org,Diamond Harris,O,90
491,GRZ,2024-11-12,2025-12-22,405,Tuesday,768655,GBP,81742,499998,742932,0.16348465393861575,9.088742629248122,1.485869943479774,20-35,M,villarrealstephanie,lawrence09@example.org,Diamond Harris,O,90
492,AKX,2025-01-06,2025-06-17,162,Monday,708948,GBP,30560,500000,130020,0.06112,4.25458115183246,0.26004,35-50,M,villarrealstephanie,lawrence09@example.org,Diamond Harris,O,90
493,GRZ,2025-02-16,2026-05-21,459,Sunday,314851,EUR,8928,499998,221097,0.017856071424285698,24.764448924731184,0.44219576878307515,45-60,A,villarrealstephanie,lawrence09@example.org,Diamond Harris,O,90
494,GRZ,2024-09-15,2025-11-14,425,Sunday,582440,USD,11508,500001,271483,0.023015953968092064,23.59080639555092,0.5429649140701719,40-50,F,villarrealstephanie,lawrence09@example.org,Diamond Harris,O,90
495,AKX,2023-09-22,2024-04-08,199,Friday,955130,USD,14435,500000,724698,0.02887,50.20422583997229,1.449396,35-40,A,villarrealstephanie,lawrence09@example.org,Diamond Harris,O,90
496,KTR,2024-02-07,2024-05-10,93,Wednesday,352090,USD,49669,499998,329981,0.09933839735358942,6.643600636211722,0.6599646398585595,35-60,A,villarrealstephanie,lawrence09@example.org,Diamond Harris,O,90
497,KTR,2024-10-11,2026-03-19,524,Friday,220084,EUR,18833,499998,8684,0.03766615066460266,0.46110550629214675,0.01736806947227789,20-40,M,villarrealstephanie,lawrence09@example.org,Diamond Harris,O,90
498,BYU,2025-04-01,2026-04-02,366,Tuesday,519459,GBP,6928,499999,158837,0.013856027712055425,22.92681870669746,0.3176746353492707,25-45,F,humphreyeric,garzaryan@example.com,Gregory Myers,M,23
499,KTR,2023-12-26,2024-08-19,237,Tuesday,238164,USD,63723,500001,130876,0.12744574510850978,2.053826718767164,0.261751476497047,35-40,A,humphreyeric,garzaryan@example.com,Gregory Myers,M,23
500,AKX,2024-06-01,2025-01-14,227,Saturday,483391,GBP,49975,499999,48931,0.0999501999003998,0.9791095547773887,0.09786219572439145,45-70,A,humphreyeric,garzaryan@example.com,Gregory Myers,M,23
501,BYU,2025-02-09,2026-04-16,431,Sunday,652754,USD,29027,499998,392346,0.05805423221692887,13.516588004271885,0.7846951387805551,30-35,F,humphreyeric,garzaryan@example.com,Gregory Myers,M,23
502,KTR,2023-12-03,2024-11-09,342,Sunday,480949,EUR,29122,499996,412424,0.058244465955727645,14.16193942723714,0.8248545988367907,30-45,A,humphreyeric,garzaryan@example.com,Gregory Myers,M,23
503,GRZ,2024-09-14,2025-10-12,393,Saturday,285335,USD,68531,500003,259277,0.1370611776329342,3.783353518845486,0.5185508886946678,20-35,F,humphreyeric,garzaryan@example.com,Gregory Myers,M,23
504,GRZ,2023-07-27,2023-10-11,76,Thursday,94423,USD,53428,499998,7780,0.10685642742570971,0.14561653065808192,0.01556006224024896,30-45,F,humphreyeric,garzaryan@example.com,Gregory Myers,M,23
505,AKX,2024-04-03,2026-01-03,640,Wednesday,668466,EUR,27575,499999,423152,0.0551501103002206,15.345494106980961,0.8463056926113852,25-50,A,humphreyeric,garzaryan@example.com,Gregory Myers,M,23
506,GRZ,2024-09-26,2026-05-02,583,Thursday,672086,GBP,32297,499999,357664,0.06459412918825838,11.074217419574573,0.7153294306588613,30-50,M,william56,lawrencerice@example.org,Katie Johnson,O,56
507,AKX,2024-08-15,2025-07-20,339,Thursday,552531,GBP,44018,499999,304123,0.08803617607235215,6.909059930028625,0.608247216494433,40-55,A,william56,lawrencerice@example.org,Katie Johnson,O,56
508,BYU,2023-10-01,2024-12-01,427,Sunday,49146,USD,29963,500000,1002,0.059926,0.033441244201181455,0.002004,20-25,A,william56,lawrencerice@example.org,Katie Johnson,O,56
509,BYU,2025-03-20,2025-09-02,166,Thursday,190991,GBP,19320,499998,114058,0.03864015456061824,5.903623188405797,0.22811691246764987,25-30,F,william56,lawrencerice@example.org,Katie Johnson,O,56
510,AKX,2024-06-06,2024-12-22,199,Thursday,629782,EUR,54738,499999,103057,0.1094762189524379,1.8827322883554387,0.20611441222882446,25-40,F,luisrodriguez,amygomez@example.org,Michael Robertson,M,51
511,BYU,2025-05-08,2025-07-11,64,Thursday,329735,GBP,46978,499999,325928,0.09395618791237582,6.9378858188939505,0.6518573037146075,45-60,M,luisrodriguez,amygomez@example.org,Michael Robertson,M,51
512,AKX,2024-07-20,2024-09-21,63,Saturday,141490,USD,72103,500001,66408,0.1442057115885768,0.9210157691080815,0.13281573436853125,25-45,F,luisrodriguez,amygomez@example.org,Michael Robertson,M,51
513,KTR,2024-10-01,2025-08-08,311,Tuesday,271348,USD,23219,500001,132333,0.04643790712418575,5.699341056893061,0.26466547066905866,40-60,A,luisrodriguez,amygomez@example.org,Michael Robertson,M,51
514,AKX,2024-02-05,2025-08-06,548,Monday,89792,USD,59010,499999,49323,0.11802023604047208,0.8358413828164718,0.09864619729239459,30-40,A,luisrodriguez,amygomez@example.org,Michael Robertson,M,51
515,BYU,2024-12-30,2026-05-17,503,Monday,626861,GBP,19887,499998,349513,0.03977415909663639,17.574948458792175,0.6990287961151844,30-45,A,luisrodriguez,amygomez@example.org,Michael Robertson,M,51
516,BYU,2025-06-04,2025-07-13,39,Wednesday,755775,GBP,27078,499997,323163,0.054156324937949626,11.934522490582761,0.6463298779792679,35-50,M,luisrodriguez,amygomez@example.org,Michael Robertson,M,51
517,KTR,2025-01-10,2025-04-26,106,Friday,493630,GBP,15774,499998,198346,0.03154812619250477,12.574236084696336,0.3966935867743471,45-55,M,alan61,perrylee@example.net,Rachel Delgado,F,63
518,GRZ,2023-09-10,2024-01-17,129,Sunday,443655,EUR,27385,500000,73677,0.05477,2.690414460471061,0.147354,25-45,A,alan61,perrylee@example.net,Rachel Delgado,F,63
519,BYU,2023-07-31,2023-09-11,42,Monday,959593,USD,26031,499999,340532,0.052062104124208246,13.08178709999616,0.6810653621307242,35-40,F,alan61,perrylee@example.net,Rachel Delgado,F,63
520,AKX,2024-12-12,2025-08-02,233,Thursday,409778,EUR,33823,500001,295989,0.06764586470827058,8.751116104425982,0.5919768160463679,30-50,A,alan61,perrylee@example.net,Rachel Delgado,F,63
521,AKX,2024-06-06,2025-08-18,438,Thursday,251171,EUR,27085,500000,167389,0.05417,6.180136606978032,0.334778,40-55,A,alan61,perrylee@example.net,Rachel Delgado,F,63
522,AKX,2024-12-07,2026-04-11,490,Saturday,587308,GBP,49537,499997,104533,0.09907459444756668,2.11020045622464,0.20906725440352641,35-45,M,alan61,perrylee@example.net,Rachel Delgado,F,63
523,BYU,2023-10-30,2024-01-31,93,Monday,64894,GBP,24081,500000,13718,0.048162,0.5696607283750674,0.027436,35-55,M,goldenjennifer,bergtom@example.net,Omar Coleman,O,82
524,BYU,2025-05-15,2026-07-20,431,Thursday,382401,USD,16532,500000,199178,0.033064,12.04802806677958,0.398356,20-25,M,goldenjennifer,bergtom@example.net,Omar Coleman,O,82
525,BYU,2024-04-27,2025-07-11,440,Saturday,662900,GBP,39879,500001,64189,0.07975784048431903,1.6095940219162967,0.1283777432445135,25-50,M,goldenjennifer,bergtom@example.net,Omar Coleman,O,82
526,GRZ,2025-04-22,2026-03-02,314,Tuesday,384257,GBP,56570,500001,24363,0.11313977372045256,0.43066996641329325,0.0487259025481949,45-55,F,goldenjennifer,bergtom@example.net,Omar Coleman,O,82
527,KTR,2024-11-02,2026-07-16,621,Saturday,249853,USD,33199,499999,140226,0.0663981327962656,4.223801921744631,0.28045256090512183,35-60,F,goldenjennifer,bergtom@example.net,Omar Coleman,O,82
528,GRZ,2024-06-10,2026-04-24,683,Monday,101869,USD,18288,499999,56232,0.0365760731521463,3.074803149606299,0.11246422492844986,20-25,M,goldenjennifer,bergtom@example.net,Omar Coleman,O,82
529,KTR,2023-08-02,2024-07-09,342,Wednesday,890033,EUR,37892,500002,450398,0.07578369686521254,11.886361237200465,0.9007923968304127,45-60,M,goldenjennifer,bergtom@example.net,Omar Coleman,O,82
530,BYU,2024-02-10,2025-05-12,457,Saturday,260552,GBP,48255,499996,242216,0.09651077208617669,5.01950056988913,0.4844358754870039,45-55,M,samantha57,osoto@example.com,Peggy Jordan,F,25
531,AKX,2023-08-22,2024-09-04,379,Tuesday,735722,EUR,20407,500003,545202,0.0408137551174693,26.716420835987652,1.0903974576152544,35-45,A,samantha57,osoto@example.com,Peggy Jordan,F,25
532,BYU,2023-11-29,2024-07-17,231,Wednesday,788418,USD,59172,500001,769959,0.11834376331247337,13.012218616913405,1.5399149201701596,25-30,F,samantha57,osoto@example.com,Peggy Jordan,F,25
533,GRZ,2024-09-03,2026-08-23,719,Tuesday,988596,USD,18246,500000,427413,0.036492,23.425024662939823,0.854826,35-60,M,samantha57,osoto@example.com,Peggy Jordan,F,25
534,GRZ,2024-04-23,2025-12-18,604,Tuesday,45821,USD,26444,499997,13642,0.052888317329903976,0.5158826198759643,0.02728416370498223,45-65,A,samantha57,osoto@example.com,Peggy Jordan,F,25
535,BYU,2023-10-19,2025-10-15,727,Thursday,105479,GBP,24222,499998,73576,0.048444193776775106,3.037569152010569,0.14715258861035443,35-40,A,samantha57,osoto@example.com,Peggy Jordan,F,25
536,KTR,2025-05-24,2026-08-30,463,Saturday,450572,GBP,16809,499997,139781,0.03361820170921025,8.3158427033137,0.2795636773820643,20-45,A,kimberlywells,eric89@example.com,Christopher Olson,M,90
537,KTR,2024-02-23,2025-04-04,406,Friday,747441,USD,82206,499999,211316,0.16441232882465764,2.5705666253071553,0.4226328452656905,25-40,A,kimberlywells,eric89@example.com,Christopher Olson,M,90
538,KTR,2024-07-11,2024-10-19,100,Thursday,164582,GBP,57127,500002,30371,0.11425354298582806,0.531640030108355,0.06074175703297187,40-45,A,kimberlywells,eric89@example.com,Christopher Olson,M,90
539,AKX,2024-06-08,2025-11-03,513,Saturday,399331,EUR,45169,500001,7334,0.09033781932436136,0.16236799574929708,0.014667970664058672,30-35,M,kimberlywells,eric89@example.com,Christopher Olson,M,90
540,AKX,2025-04-01,2025-04-03,2,Tuesday,707332,GBP,41779,499995,29753,0.08355883558835589,0.7121520381052682,0.05950659506595066,30-50,A,jasonsawyer,heathersanders@example.org,Brett Roberts,O,85
541,KTR,2024-07-04,2024-08-26,53,Thursday,229040,GBP,49433,499998,95767,0.09886639546558186,1.937309085024174,0.19153476613906456,40-45,F,jasonsawyer,heathersanders@example.org,Brett Roberts,O,85
542,GRZ,2024-05-13,2025-08-04,448,Monday,786423,USD,70883,500002,665185,0.14176543293826824,9.384267031587264,1.330364678541286,45-55,M,jasonsawyer,heathersanders@example.org,Brett Roberts,O,85
543,GRZ,2024-07-02,2025-10-02,457,Tuesday,942692,EUR,81084,499998,201704,0.1621686486745947,2.4875931133145874,0.40340961363845457,30-45,M,jasonsawyer,heathersanders@example.org,Brett Roberts,O,85
544,KTR,2024-02-02,2024-06-24,143,Friday,728190,EUR,27545,499999,210427,0.05509011018022036,7.639390088945362,0.4208548417096834,45-50,A,anthony52,lisa62@example.com,Laura Benton,F,87
545,KTR,2025-02-12,2026-01-04,326,Wednesday,489020,USD,33492,500002,57107,0.06698373206507174,1.7050937537322346,0.11421354314582742,45-55,M,anthony52,lisa62@example.com,Laura Benton,F,87
546,KTR,2024-08-24,2025-12-20,483,Saturday,799790,GBP,37081,499999,597375,0.07416214832429664,16.11000242711901,1.194752389504779,40-50,M,kyle52,wardchristina@example.com,David Phillips,M,47
547,BYU,2024-11-14,2026-07-18,611,Thursday,645829,GBP,63525,499998,194303,0.1270505082020328,3.058685556867375,0.3886075544302177,30-35,M,kyle52,wardchristina@example.com,David Phillips,M,47
548,BYU,2025-02-28,2025-10-28,242,Friday,842381,GBP,21506,499997,154671,0.04301225807354844,7.1919929322049665,0.30934385606313636,25-40,A,kyle52,wardchristina@example.com,David Phillips,M,47
549,AKX,2023-11-18,2023-12-23,35,Saturday,435824,GBP,17835,499998,287582,0.03567014268057072,16.124586487244184,0.5751663006652027,25-40,A,sierragomez,annette08@example.net,Angela Park,O,26
550,GRZ,2024-03-05,2024-07-17,134,Tuesday,609735,USD,34972,499999,451674,0.06994413988827977,12.915303671508635,0.9033498066996134,40-65,A,sierragomez,annette08@example.net,Angela Park,O,26
551,BYU,2024-10-16,2026-05-22,583,Wednesday,55701,GBP,14774,499999,22064,0.02954805909611819,1.4934344118045215,0.04412808825617651,45-50,M,sierragomez,annette08@example.net,Angela Park,O,26
552,BYU,2025-04-08,2026-02-15,313,Tuesday,820330,GBP,93988,499999,724464,0.1879763759527519,7.708047835893944,1.4489308978617956,30-40,A,sierragomez,annette08@example.net,Angela Park,O,26
553,AKX,2025-06-22,2026-02-02,225,Sunday,380135,EUR,12131,500003,168584,0.024261854428873426,13.896958206248454,0.337165977004138,40-65,M,sierragomez,annette08@example.net,Angela Park,O,26
554,KTR,2023-09-23,2023-12-30,98,Saturday,228720,GBP,62022,500001,102380,0.12404375191249617,1.6507045886943343,0.20475959048081904,20-30,M,michael96,lisahernandez@example.net,Scott Phillips,M,86
555,BYU,2025-04-22,2026-07-16,450,Tuesday,458519,GBP,59508,499996,287162,0.11901695213561708,4.825603280231229,0.5743285946287571,20-35,M,michael96,lisahernandez@example.net,Scott Phillips,M,86
